word	score	prompt: sub
equivoques	7.657717	{"voq": 2, "uiv": 73, "ivo": 212, "oqu": 261, "oq": 264, "ues": 561, "equ": 678, "eq": 689, "que": 1235, "qui": 1576, "vo": 2057, "ue": 2745, "ui": 3183, "qu": 4369, "iv": 5894, "es": 63456}
revuist	7.657453	{"vui": 3, "evu": 38, "vu": 348, "uis": 492, "rev": 723, "ev": 2630, "ui": 3183, "ist": 7304, "st": 28623, "re": 31607, "is": 31626}
palmcorder	7.657314	{"lmc": 2, "mco": 20, "mc": 121, "alm": 418, "rde": 648, "pal": 903, "ord": 919, "lm": 928, "cor": 1619, "der": 3839, "rd": 4404, "pa": 9340, "de": 17740, "co": 18297, "or": 20985, "al": 27586, "er": 53857}
saxmen	7.656865	{"axm": 6, "xme": 15, "xm": 28, "sax": 34, "ax": 941, "men": 4225, "sa": 7941, "me": 14687, "en": 28336}
sujood	7.655943	{"joo": 9, "suj": 10, "ujo": 13, "uj": 108, "jo": 931, "ood": 1152, "od": 5255, "oo": 6917, "su": 7091}
taxman	7.655913	{"axm": 6, "xma": 11, "xm": 28, "tax": 207, "ax": 941, "man": 2896, "ma": 13966, "ta": 15325, "an": 27255}
benzphetamines	7.655808	{"nzp": 2, "zph": 4, "zp": 15, "enz": 206, "nz": 369, "ben": 528, "tam": 587, "het": 852, "phe": 1240, "eta": 1360, "ami": 1586, "min": 3669, "ine": 6416, "be": 7191, "am": 8854, "nes": 11012, "ph": 11411, "mi": 13679, "et": 13963, "he": 15118, "ta": 15325, "ne": 24341, "en": 28336, "in": 55898, "es": 63456}
camgirls	7.655654	{"mgi": 4, "amg": 8, "mg": 27, "rls": 104, "gir": 241, "irl": 262, "cam": 503, "rl": 2073, "ls": 4584, "ir": 6045, "gi": 7021, "am": 8854, "ca": 15651}
vlies	7.655540	{"vli": 5, "vl": 31, "lie": 1784, "ies": 10963, "ie": 18678, "li": 27677, "es": 63456}
apiin	7.654750	{"pii": 5, "iin": 41, "ii": 153, "api": 611, "ap": 7769, "pi": 8218, "in": 55898}
muskgrasses	7.654577	{"skg": 2, "kgr": 10, "kg": 50, "usk": 147, "mus": 481, "ras": 1540, "sk": 1833, "ass": 2097, "mu": 3409, "gra": 3753, "sse": 5855, "gr": 6180, "ses": 9328, "us": 11114, "as": 16255, "ss": 16363, "se": 24344, "ra": 26052, "es": 63456}
dwaal	7.654448	{"waa": 5, "aal": 49, "dwa": 164, "aa": 269, "dw": 440, "wa": 4375, "al": 27586}
linuxes	7.654167	{"nux": 3, "uxe": 44, "ux": 294, "inu": 339, "xes": 558, "xe": 1283, "nu": 2294, "lin": 5706, "li": 27677, "in": 55898, "es": 63456}
myxozoon	7.653812	{"xoz": 3, "yxo": 23, "myx": 34, "yx": 93, "ozo": 195, "zoo": 324, "xo": 515, "oon": 627, "oz": 635, "zo": 1311, "my": 1322, "oo": 6917, "on": 34070}
newsjacking	7.652964	{"wsj": 2, "sja": 10, "sj": 66, "ews": 230, "new": 310, "jac": 319, "cki": 823, "ws": 895, "ja": 1254, "ew": 2097, "kin": 2435, "ack": 2441, "ki": 4856, "ck": 7116, "ac": 12227, "ne": 24341, "ing": 27365, "ng": 31814, "in": 55898}
miaows	7.652854	{"aow": 4, "iao": 25, "ao": 280, "ows": 490, "mia": 597, "ws": 895, "ow": 4449, "ia": 11793, "mi": 13679}
britzka	7.652693	{"zka": 6, "tzk": 7, "zk": 23, "itz": 135, "tz": 424, "bri": 927, "rit": 2069, "ka": 2086, "br": 4386, "it": 19542, "ri": 27014}
wowzers	7.652639	{"wze": 5, "owz": 16, "wz": 19, "wow": 21, "zer": 698, "wo": 2912, "ow": 4449, "ze": 5493, "ers": 11175, "rs": 15538, "er": 53857}
wagyu	7.652594	{"gyu": 5, "agy": 50, "wag": 155, "yu": 212, "gy": 1283, "wa": 4375, "ag": 6532}
vavs	7.652416	{"vav": 13, "avs": 14, "vs": 59, "av": 2788, "va": 3835}
crazyhouse	7.652336	{"zyh": 2, "azy": 33, "yho": 64, "yh": 145, "raz": 228, "zy": 341, "hou": 806, "az": 1383, "cra": 1446, "use": 1649, "ous": 4822, "cr": 6725, "us": 11114, "ho": 12783, "ou": 13344, "se": 24344, "ra": 26052}
pulpmill	7.651984	{"pmi": 4, "lpm": 6, "pm": 147, "ulp": 333, "pul": 656, "mil": 876, "lp": 937, "pu": 2898, "ill": 3045, "ul": 9579, "il": 12822, "mi": 13679, "ll": 13942}
eczematous	7.651809	{"ecz": 3, "cze": 6, "cz": 30, "zem": 38, "tou": 556, "ema": 1315, "ato": 2993, "mat": 3221, "ous": 4822, "ze": 5493, "em": 8854, "ec": 10035, "us": 11114, "ou": 13344, "ma": 13966, "to": 15280, "at": 33338}
ennuyee	7.651553	{"nuy": 4, "uye": 18, "yee": 24, "uy": 122, "nnu": 168, "enn": 572, "ye": 1568, "nu": 2294, "nn": 3029, "ee": 6626, "en": 28336}
stinkdamps	7.651143	{"nkd": 2, "kda": 25, "kd": 82, "mps": 225, "dam": 363, "ink": 738, "amp": 1054, "nk": 2095, "ps": 3592, "sti": 4185, "da": 5117, "mp": 5547, "tin": 6545, "am": 8854, "st": 28623, "ti": 41397, "in": 55898}
sixth	7.650649	{"xth": 5, "six": 62, "ixt": 77, "ix": 657, "xt": 926, "th": 11453, "si": 13737}
kkakdugi	7.650522	{"kdu": 5, "akd": 10, "dug": 21, "kka": 37, "kak": 44, "ugi": 76, "kd": 82, "kk": 167, "ug": 2037, "ka": 2086, "ak": 2624, "du": 2718, "gi": 7021}
followup	7.650422	{"owu": 4, "wup": 6, "wu": 124, "fol": 405, "low": 1040, "llo": 1395, "oll": 1413, "up": 3827, "fo": 4009, "ow": 4449, "ll": 13942, "ol": 14114, "lo": 14583}
colby	7.650383	{"lby": 5, "olb": 37, "by": 471, "lb": 515, "col": 1669, "ol": 14114, "co": 18297}
watchglass	7.650081	{"hgl": 2, "chg": 31, "hg": 45, "gla": 500, "wat": 564, "atc": 625, "tch": 1503, "tc": 1789, "las": 1966, "ass": 2097, "gl": 4049, "wa": 4375, "ch": 15074, "as": 16255, "ss": 16363, "la": 18073, "at": 33338}
pugdog	7.650018	{"ugd": 4, "gdo": 45, "gd": 85, "pug": 99, "dog": 366, "ug": 2037, "pu": 2898, "do": 6057, "og": 8345}
gowfed	7.649878	{"wfe": 4, "gow": 56, "owf": 56, "wf": 124, "fed": 298, "go": 3757, "fe": 4200, "ow": 4449, "ed": 27846}
weihnachtsmarkt	7.649764	{"ihn": 2, "eih": 4, "rkt": 18, "hna": 22, "tsm": 87, "wei": 192, "cht": 209, "kt": 245, "ih": 249, "hts": 317, "nac": 485, "sma": 614, "hn": 745, "ark": 789, "mar": 1482, "ach": 1595, "rk": 1925, "ht": 2029, "we": 3183, "ei": 3326, "sm": 5634, "ts": 10527, "na": 12129, "ac": 12227, "ma": 13966, "ch": 15074, "ar": 23319}
euphausiid	7.649692	{"sii": 2, "iid": 28, "ii": 153, "eup": 166, "uph": 177, "hau": 324, "aus": 446, "usi": 752, "pha": 1481, "eu": 2662, "up": 3827, "au": 4224, "id": 8359, "ha": 10764, "us": 11114, "ph": 11411, "si": 13737}
armrests	7.649689	{"rmr": 4, "mre": 6, "mr": 89, "arm": 851, "sts": 2841, "rm": 4458, "res": 5384, "est": 6333, "ts": 10527, "ar": 23319, "st": 28623, "re": 31607, "es": 63456}
hajj	7.649656	{"ajj": 11, "jj": 27, "haj": 29, "aj": 340, "ha": 10764}
boxman	7.649529	{"oxm": 6, "xma": 11, "xm": 28, "box": 306, "ox": 1597, "man": 2896, "bo": 6341, "ma": 13966, "an": 27255}
phorusrhacid	7.649256	{"usr": 2, "srh": 6, "oru": 113, "sr": 215, "rha": 223, "hac": 256, "cid": 628, "rus": 946, "aci": 1119, "rh": 1256, "hor": 1706, "pho": 3927, "ru": 4632, "id": 8359, "ci": 8719, "ha": 10764, "us": 11114, "ph": 11411, "ac": 12227, "ho": 12783, "or": 20985}
esrog	7.648579	{"esr": 5, "sro": 39, "sr": 215, "rog": 1081, "og": 8345, "ro": 21780, "es": 63456}
aufhebung	7.648340	{"ufh": 3, "fhe": 11, "fh": 34, "auf": 51, "heb": 87, "bun": 273, "ebu": 276, "ung": 689, "uf": 863, "eb": 2385, "bu": 3856, "au": 4224, "un": 14179, "he": 15118, "ng": 31814}
tangsuyuk	7.648309	{"suy": 5, "gsu": 7, "uyu": 11, "yuk": 22, "uy": 122, "yu": 212, "uk": 543, "tan": 1786, "ang": 1972, "ngs": 4650, "gs": 5319, "su": 7091, "ta": 15325, "an": 27255, "ng": 31814}
titjob	7.648085	{"itj": 6, "tjo": 10, "tj": 57, "job": 91, "jo": 931, "tit": 1224, "ob": 5008, "it": 19542, "ti": 41397}
piing	7.647433	{"pii": 5, "iin": 41, "ii": 153, "pi": 8218, "ing": 27365, "ng": 31814, "in": 55898}
viejitos	7.647279	{"iej": 3, "eji": 19, "jit": 31, "ej": 332, "vie": 361, "ji": 440, "ito": 796, "tos": 825, "vi": 5599, "os": 11445, "to": 15280, "ie": 18678, "it": 19542}
indebtment	7.646957	{"btm": 2, "ebt": 21, "deb": 266, "tme": 316, "bt": 343, "tm": 607, "ind": 1868, "eb": 2385, "nde": 3147, "men": 4225, "ent": 7961, "nd": 10940, "me": 14687, "de": 17740, "nt": 20842, "en": 28336, "in": 55898}
jazzwoman	7.646727	{"zwo": 4, "zzw": 6, "jaz": 28, "zw": 34, "azz": 164, "wom": 360, "zz": 741, "ja": 1254, "az": 1383, "oma": 1938, "man": 2896, "wo": 2912, "om": 11650, "ma": 13966, "an": 27255}
energycane	7.646725	{"gyc": 2, "rgy": 70, "yca": 120, "erg": 853, "gy": 1283, "ane": 1351, "can": 1364, "yc": 1720, "ner": 2122, "rg": 2514, "ene": 4141, "ca": 15651, "ne": 24341, "an": 27255, "en": 28336, "er": 53857}
mangkukulam	7.646712	{"gku": 3, "kuk": 8, "ngk": 23, "gk": 25, "uku": 34, "kul": 62, "ku": 497, "uk": 543, "lam": 956, "ang": 1972, "ula": 2509, "man": 2896, "am": 8854, "ul": 9579, "ma": 13966, "la": 18073, "an": 27255, "ng": 31814}
jazzwomen	7.646185	{"zwo": 4, "zzw": 6, "jaz": 28, "zw": 34, "azz": 164, "wom": 360, "zz": 741, "ja": 1254, "az": 1383, "ome": 2768, "wo": 2912, "men": 4225, "om": 11650, "me": 14687, "en": 28336}
palmhouses	7.645991	{"lmh": 2, "mho": 30, "mh": 50, "alm": 418, "hou": 806, "pal": 903, "lm": 928, "use": 1649, "ous": 4822, "ses": 9328, "pa": 9340, "us": 11114, "ho": 12783, "ou": 13344, "se": 24344, "al": 27586, "es": 63456}
asrama	7.645752	{"asr": 4, "sra": 25, "sr": 215, "ama": 865, "ram": 1721, "am": 8854, "ma": 13966, "as": 16255, "ra": 26052}
guyot	7.645287	{"uyo": 6, "guy": 22, "yot": 111, "uy": 122, "yo": 1169, "gu": 2868, "ot": 9336}
gabfest	7.644962	{"abf": 4, "bfe": 11, "bf": 85, "gab": 178, "fes": 304, "fe": 4200, "ga": 5763, "est": 6333, "ab": 8903, "st": 28623, "es": 63456}
simvastatin	7.644562	{"imv": 2, "mva": 10, "mv": 55, "vas": 315, "sim": 456, "tat": 2274, "sta": 3111, "ast": 3232, "va": 3835, "tin": 6545, "im": 6699, "ati": 13296, "si": 13737, "ta": 15325, "as": 16255, "st": 28623, "at": 33338, "ti": 41397, "in": 55898}
melicgrass	7.644560	{"cgr": 4, "icg": 4, "cg": 18, "mel": 835, "ras": 1540, "lic": 1734, "ass": 2097, "eli": 2226, "gra": 3753, "gr": 6180, "el": 14244, "me": 14687, "as": 16255, "ss": 16363, "ic": 22117, "ra": 26052, "li": 27677}
leafhoppers	7.643923	{"afh": 2, "fho": 12, "fh": 34, "eaf": 169, "opp": 606, "hop": 646, "ppe": 1094, "lea": 1240, "af": 1859, "pp": 3095, "per": 5649, "op": 10913, "ers": 11175, "ea": 11426, "ho": 12783, "pe": 13090, "rs": 15538, "le": 25286, "er": 53857}
tznius	7.643838	{"tzn": 9, "zni": 10, "zn": 16, "ius": 67, "niu": 236, "tz": 424, "iu": 1219, "us": 11114, "ni": 15928}
panicgrass	7.643758	{"cgr": 4, "icg": 4, "cg": 18, "pan": 1188, "ras": 1540, "nic": 1863, "ass": 2097, "ani": 2744, "gra": 3753, "gr": 6180, "pa": 9340, "ni": 15928, "as": 16255, "ss": 16363, "ic": 22117, "ra": 26052, "an": 27255}
sebkha	7.643715	{"bkh": 8, "ebk": 8, "bk": 36, "seb": 107, "kha": 163, "kh": 443, "eb": 2385, "ha": 10764, "se": 24344}
ziyarat	7.643339	{"ziy": 3, "iya": 75, "iy": 126, "yar": 194, "ya": 1450, "ara": 1984, "zi": 2340, "rat": 4233, "ar": 23319, "ra": 26052, "at": 33338}
mixohaline	7.643287	{"xoh": 2, "ixo": 33, "oha": 69, "mix": 128, "xo": 515, "ix": 657, "oh": 671, "hal": 1506, "lin": 5706, "ine": 6416, "ali": 6783, "ha": 10764, "mi": 13679, "ne": 24341, "al": 27586, "li": 27677, "in": 55898}
hasenpfeffer	7.642961	{"npf": 2, "fef": 14, "pfe": 21, "enp": 48, "pf": 167, "eff": 274, "has": 614, "ffe": 646, "np": 851, "sen": 1216, "fer": 1280, "ase": 1308, "ff": 2654, "ef": 3008, "fe": 4200, "ha": 10764, "as": 16255, "se": 24344, "en": 28336, "er": 53857}
gesamtkunstwerk	7.642906	{"mtk": 2, "tku": 4, "amt": 23, "kun": 45, "stw": 56, "tk": 60, "mt": 93, "twe": 191, "erk": 196, "esa": 252, "sam": 275, "ku": 497, "wer": 655, "nst": 996, "tw": 999, "uns": 1116, "ges": 1324, "rk": 1925, "we": 3183, "sa": 7941, "am": 8854, "ge": 9698, "un": 14179, "ns": 16950, "st": 28623, "er": 53857, "es": 63456}
sulfhydryls	7.642468	{"fhy": 2, "lfh": 16, "fh": 34, "ryl": 135, "yls": 145, "dry": 157, "ulf": 241, "sul": 646, "ydr": 740, "hyd": 787, "yd": 997, "lf": 1343, "yl": 2292, "dr": 3858, "ry": 4298, "ls": 4584, "hy": 4712, "su": 7091, "ul": 9579}
knobkerries	7.642152	{"obk": 3, "bke": 4, "bk": 36, "kno": 252, "nob": 253, "kn": 692, "rri": 1004, "err": 1259, "ker": 1768, "rie": 3041, "rr": 4176, "ob": 5008, "ke": 6801, "no": 10594, "ies": 10963, "ie": 18678, "ri": 27014, "er": 53857, "es": 63456}
kopjes	7.642144	{"opj": 8, "pje": 10, "pj": 26, "jes": 66, "kop": 68, "je": 871, "ko": 971, "op": 10913, "es": 63456}
hutzpah	7.641975	{"tzp": 8, "zpa": 9, "zp": 15, "pah": 35, "utz": 57, "hut": 118, "tz": 424, "ah": 1215, "hu": 2232, "ut": 7768, "pa": 9340}
plowwright	7.641548	{"wwr": 2, "oww": 37, "ww": 52, "wri": 272, "wr": 652, "plo": 691, "rig": 736, "low": 1040, "ght": 1562, "igh": 1640, "ht": 2029, "gh": 2717, "ow": 4449, "pl": 5538, "ig": 5744, "lo": 14583, "ri": 27014}
wafture	7.641355	{"ftu": 3, "waf": 44, "aft": 494, "ft": 1185, "af": 1859, "ure": 1939, "tur": 2040, "wa": 4375, "tu": 5411, "ur": 10931, "re": 31607}
dhrupad	7.641334	{"dhr": 3, "hru": 123, "upa": 130, "rup": 234, "pad": 256, "dh": 389, "hr": 2638, "up": 3827, "ru": 4632, "ad": 7572, "pa": 9340}
oxyaquic	7.641173	{"yaq": 3, "xya": 14, "uic": 156, "aqu": 227, "aq": 298, "oxy": 342, "xy": 460, "ya": 1450, "qui": 1576, "ox": 1597, "ui": 3183, "qu": 4369, "ic": 22117}
lacmoid	7.641103	{"cmo": 4, "acm": 15, "cm": 27, "moi": 204, "lac": 1140, "oid": 1225, "oi": 3945, "id": 8359, "mo": 9202, "ac": 12227, "la": 18073}
autumny	7.640108	{"mny": 3, "umn": 72, "utu": 154, "tum": 377, "mn": 582, "aut": 1060, "ny": 1214, "au": 4224, "tu": 5411, "um": 6434, "ut": 7768}
kojack	7.639864	{"koj": 4, "oja": 29, "oj": 206, "jac": 319, "ko": 971, "ja": 1254, "ack": 2441, "ck": 7116, "ac": 12227}
fyttes	7.639604	{"fyt": 4, "ytt": 24, "fy": 616, "yt": 1479, "tte": 2221, "tes": 4840, "tt": 5383, "te": 33606, "es": 63456}
menstruums	7.639356	{"ruu": 2, "uum": 28, "uu": 62, "ums": 903, "tru": 970, "nst": 996, "ens": 2249, "str": 3593, "men": 4225, "ms": 4377, "ru": 4632, "um": 6434, "me": 14687, "tr": 14998, "ns": 16950, "en": 28336, "st": 28623}
chhi-chhi	7.639347	{"hhi": 9, "chh": 25, "hh": 80, "hi": 11300, "ch": 15074}
hazcam	7.639278	{"azc": 6, "zca": 14, "zc": 23, "haz": 98, "cam": 503, "az": 1383, "am": 8854, "ha": 10764, "ca": 15651}
babka	7.639152	{"bka": 8, "abk": 14, "bk": 36, "bab": 233, "ka": 2086, "ba": 7263, "ab": 8903}
naskhi	7.638920	{"skh": 4, "khi": 28, "ask": 222, "kh": 443, "nas": 715, "sk": 1833, "hi": 11300, "na": 12129, "as": 16255}
flybys	7.638437	{"yby": 4, "bys": 49, "lyb": 74, "fly": 176, "by": 471, "yb": 487, "ys": 2811, "fl": 3513, "ly": 11081}
luvvy	7.638336	{"uvv": 7, "vvy": 19, "vv": 80, "luv": 101, "vy": 120, "uv": 382, "lu": 5008}
jarsful	7.637282	{"rsf": 3, "sfu": 95, "jar": 96, "sf": 439, "ars": 1093, "ja": 1254, "ful": 1371, "fu": 2991, "ul": 9579, "rs": 15538, "ar": 23319}
chautauquas	7.636278	{"auq": 2, "uqu": 20, "uq": 54, "tau": 159, "uas": 212, "hau": 324, "uta": 530, "aut": 1060, "qua": 1359, "cha": 2580, "ua": 3275, "au": 4224, "qu": 4369, "ut": 7768, "ha": 10764, "ch": 15074, "ta": 15325, "as": 16255}
yakhdan	7.636168	{"khd": 4, "hda": 16, "akh": 61, "yak": 78, "hd": 82, "kh": 443, "dan": 598, "ya": 1450, "ak": 2624, "da": 5117, "an": 27255}
abkar	7.635932	{"bka": 8, "abk": 14, "bk": 36, "kar": 274, "ka": 2086, "ab": 8903, "ar": 23319}
tittyjobs	7.635651	{"tyj": 4, "yjo": 6, "yj": 22, "job": 91, "tty": 109, "obs": 344, "jo": 931, "itt": 983, "tit": 1224, "bs": 1437, "ty": 4368, "ob": 5008, "tt": 5383, "it": 19542, "ti": 41397}
dwarfnesses	7.635529	{"rfn": 2, "fne": 26, "fn": 31, "dwa": 164, "arf": 178, "dw": 440, "war": 1081, "rf": 1263, "wa": 4375, "sse": 5855, "ses": 9328, "nes": 11012, "ess": 11496, "ss": 16363, "ar": 23319, "ne": 24341, "se": 24344, "es": 63456}
spivs	7.635459	{"ivs": 6, "piv": 23, "vs": 59, "spi": 1183, "iv": 5894, "sp": 6588, "pi": 8218}
maqam	7.635280	{"qam": 9, "aqa": 16, "maq": 24, "qa": 105, "aq": 298, "am": 8854, "ma": 13966}
taskbar	7.635035	{"skb": 3, "kba": 68, "ask": 222, "kb": 300, "tas": 878, "bar": 1155, "sk": 1833, "ba": 7263, "ta": 15325, "as": 16255, "ar": 23319}
sebkas	7.635004	{"bka": 8, "ebk": 8, "bk": 36, "seb": 107, "kas": 186, "ka": 2086, "eb": 2385, "as": 16255, "se": 24344}
smartphones	7.634393	{"rtp": 2, "tph": 9, "tp": 327, "sma": 614, "hon": 1137, "mar": 1482, "art": 2023, "one": 2936, "pho": 3927, "sm": 5634, "rt": 6302, "nes": 11012, "ph": 11411, "ho": 12783, "ma": 13966, "ar": 23319, "ne": 24341, "on": 34070, "es": 63456}
worldviews	7.634214	{"ldv": 2, "dvi": 66, "rld": 90, "iew": 118, "orl": 210, "ews": 230, "dv": 289, "vie": 361, "ws": 895, "wor": 1444, "ld": 2067, "rl": 2073, "ew": 2097, "wo": 2912, "vi": 5599, "ie": 18678, "or": 20985}
gyved	7.633843	{"gyv": 8, "yve": 13, "yv": 44, "ved": 405, "gy": 1283, "ve": 12649, "ed": 27846}
qawwalis	7.633260	{"qaw": 5, "wwa": 10, "aww": 11, "ww": 52, "qa": 105, "wal": 434, "aw": 1826, "wa": 4375, "lis": 4718, "ali": 6783, "al": 27586, "li": 27677, "is": 31626}
mugwumpery	7.632753	{"gwu": 4, "wum": 7, "ugw": 8, "mug": 68, "wu": 124, "gw": 142, "ump": 703, "ery": 732, "mpe": 942, "ug": 2037, "mu": 3409, "ry": 4298, "mp": 5547, "per": 5649, "um": 6434, "pe": 13090, "er": 53857}
pantyjobs	7.632704	{"tyj": 4, "yjo": 6, "yj": 22, "job": 91, "nty": 116, "obs": 344, "jo": 931, "pan": 1188, "bs": 1437, "ty": 4368, "ob": 5008, "ant": 5711, "pa": 9340, "nt": 20842, "an": 27255}
auklet	7.632574	{"ukl": 4, "auk": 27, "kle": 536, "uk": 543, "kl": 1074, "let": 1306, "au": 4224, "et": 13963, "le": 25286}
hurufiyyas	7.632562	{"iyy": 6, "yya": 6, "yy": 13, "fiy": 14, "ufi": 34, "ruf": 100, "uru": 107, "yas": 114, "iy": 126, "hur": 327, "uf": 863, "ya": 1450, "hu": 2232, "ru": 4632, "fi": 6074, "ur": 10931, "as": 16255}
rufiyaas	7.631826	{"yaa": 4, "fiy": 14, "aas": 29, "ufi": 34, "iya": 75, "ruf": 100, "iy": 126, "aa": 269, "uf": 863, "ya": 1450, "ru": 4632, "fi": 6074, "as": 16255}
decijoules	7.631772	{"cij": 2, "ijo": 33, "ij": 123, "jou": 150, "oul": 457, "ule": 670, "eci": 797, "jo": 931, "dec": 1298, "les": 4607, "ci": 8719, "ul": 9579, "ec": 10035, "ou": 13344, "de": 17740, "le": 25286, "es": 63456}
aufgabe	7.631662	{"ufg": 6, "fga": 9, "fg": 20, "auf": 51, "gab": 178, "abe": 370, "uf": 863, "au": 4224, "ga": 5763, "be": 7191, "ab": 8903}
dullsvilles	7.631480	{"lsv": 2, "svi": 15, "sv": 114, "dul": 397, "vil": 409, "lls": 736, "ull": 866, "lle": 2487, "du": 2718, "ill": 3045, "ls": 4584, "les": 4607, "vi": 5599, "ul": 9579, "il": 12822, "ll": 13942, "le": 25286, "es": 63456}
ecphoneses	7.630890	{"cph": 4, "ecp": 6, "cp": 10, "ese": 1104, "hon": 1137, "one": 2936, "pho": 3927, "ses": 9328, "ec": 10035, "nes": 11012, "ph": 11411, "ho": 12783, "ne": 24341, "se": 24344, "on": 34070, "es": 63456}
swingby	7.630761	{"gby": 3, "ngb": 96, "gb": 166, "swi": 303, "by": 471, "win": 1210, "sw": 1315, "wi": 2990, "ing": 27365, "ng": 31814, "in": 55898}
bagsful	7.630673	{"gsf": 3, "sfu": 95, "ags": 179, "bag": 263, "sf": 439, "ful": 1371, "fu": 2991, "gs": 5319, "ag": 6532, "ba": 7263, "ul": 9579}
topsy-turvydom	7.630584	{"vyd": 2, "rvy": 10, "ydo": 38, "vy": 120, "urv": 196, "psy": 540, "ops": 582, "dom": 680, "yd": 997, "top": 1185, "rv": 1220, "tur": 2040, "sy": 2287, "ps": 3592, "tu": 5411, "do": 6057, "op": 10913, "ur": 10931, "om": 11650, "to": 15280}
ejido	7.630310	{"jid": 6, "eji": 19, "ej": 332, "ido": 427, "ji": 440, "do": 6057, "id": 8359}
sixain	7.630081	{"xai": 4, "ixa": 45, "six": 62, "ix": 657, "xa": 717, "ain": 1877, "ai": 5942, "si": 13737, "in": 55898}
zaatar	7.628129	{"zaa": 4, "aat": 28, "aa": 269, "ata": 1180, "tar": 1554, "za": 2328, "ta": 15325, "ar": 23319, "at": 33338}
zubrowka	7.628011	{"wka": 5, "zub": 6, "owk": 31, "ubr": 143, "zu": 163, "wk": 185, "row": 822, "bro": 942, "ka": 2086, "ub": 3604, "br": 4386, "ow": 4449, "ro": 21780}
jamjar	7.627814	{"mja": 9, "amj": 12, "mj": 22, "jar": 96, "jam": 129, "ja": 1254, "am": 8854, "ar": 23319}
laybys	7.627449	{"yby": 4, "bys": 49, "ayb": 71, "by": 471, "yb": 487, "lay": 556, "ay": 2419, "ys": 2811, "la": 18073}
haoma	7.627446	{"aom": 6, "hao": 18, "ao": 280, "oma": 1938, "ha": 10764, "om": 11650, "ma": 13966}
mudjacking	7.627051	{"udj": 2, "dja": 31, "mud": 185, "dj": 193, "jac": 319, "cki": 823, "ja": 1254, "kin": 2435, "ack": 2441, "ud": 2633, "mu": 3409, "ki": 4856, "ck": 7116, "ac": 12227, "ing": 27365, "ng": 31814, "in": 55898}
kikuyugrass	7.626957	{"kuy": 4, "uyu": 11, "yug": 12, "kik": 13, "ugr": 18, "iku": 25, "uy": 122, "yu": 212, "ku": 497, "ras": 1540, "ik": 1699, "ug": 2037, "ass": 2097, "gra": 3753, "ki": 4856, "gr": 6180, "as": 16255, "ss": 16363, "ra": 26052}
gyves	7.626748	{"gyv": 8, "yve": 13, "yv": 44, "ves": 1140, "gy": 1283, "ve": 12649, "es": 63456}
pigdog	7.626272	{"igd": 4, "gdo": 45, "gd": 85, "pig": 274, "dog": 366, "ig": 5744, "do": 6057, "pi": 8218, "og": 8345}
mazdoor	7.626248	{"zdo": 4, "azd": 18, "zd": 30, "maz": 109, "doo": 296, "oor": 333, "az": 1383, "do": 6057, "oo": 6917, "ma": 13966, "or": 20985}
chiffchaff	7.626230	{"fch": 3, "ffc": 10, "fc": 32, "haf": 128, "hif": 146, "iff": 479, "aff": 704, "af": 1859, "cha": 2580, "ff": 2654, "chi": 2870, "if": 4106, "ha": 10764, "hi": 11300, "ch": 15074}
cupsful	7.625949	{"psf": 3, "sfu": 95, "cup": 213, "ups": 362, "sf": 439, "ful": 1371, "fu": 2991, "ps": 3592, "up": 3827, "cu": 5334, "ul": 9579}
pressgangs	7.625942	{"ssg": 2, "sga": 24, "sg": 221, "gan": 774, "ang": 1972, "pre": 3734, "ngs": 4650, "gs": 5319, "res": 5384, "ga": 5763, "pr": 9472, "ess": 11496, "ss": 16363, "an": 27255, "re": 31607, "ng": 31814, "es": 63456}
weihnachtsmarkte	7.625846	{"ihn": 2, "eih": 4, "rkt": 18, "hna": 22, "kte": 23, "tsm": 87, "wei": 192, "cht": 209, "kt": 245, "ih": 249, "hts": 317, "nac": 485, "sma": 614, "hn": 745, "ark": 789, "mar": 1482, "ach": 1595, "rk": 1925, "ht": 2029, "we": 3183, "ei": 3326, "sm": 5634, "ts": 10527, "na": 12129, "ac": 12227, "ma": 13966, "ch": 15074, "ar": 23319, "te": 33606}
camanachds	7.625635	{"hds": 2, "chd": 34, "hd": 82, "nac": 485, "cam": 503, "ama": 865, "ana": 1428, "ach": 1595, "man": 2896, "ds": 4535, "am": 8854, "na": 12129, "ac": 12227, "ma": 13966, "ch": 15074, "ca": 15651, "an": 27255}
dumka	7.625603	{"mka": 8, "umk": 14, "mk": 42, "dum": 204, "ka": 2086, "du": 2718, "um": 6434}
fishgigs	7.625484	{"hgi": 4, "shg": 8, "hg": 45, "igs": 94, "gig": 105, "fis": 736, "ish": 2618, "gs": 5319, "ig": 5744, "fi": 6074, "gi": 7021, "sh": 9655, "is": 31626}
diwans	7.625270	{"diw": 4, "iwa": 37, "iw": 109, "wan": 273, "ans": 2496, "wa": 4375, "di": 14495, "ns": 16950, "an": 27255}
barbthroats	7.625233	{"rbt": 2, "bth": 10, "bt": 343, "roa": 506, "oat": 517, "ats": 681, "arb": 830, "thr": 1091, "bar": 1155, "hro": 1337, "rb": 2528, "hr": 2638, "oa": 2888, "ba": 7263, "ts": 10527, "th": 11453, "ro": 21780, "ar": 23319, "at": 33338}
